/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/CodigoMandato;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/NomeParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/CodigoExercicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataLeitura
"5605";"Eliane Rodrigues";"Eliane Rodrigues de Andrade Ferreira";"Feminino";"Senadora ";"PSB";"519";"PE";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5540";"Fernando Bezerra Coelho";"1º Suplente";"5603";"Carlos Augusto Costa";;;;;;;;;;;;
"5718";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"PSD";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"674";"Pedro Fernandes";"806";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";;"sen.elizianegama@senado.leg.br";;;;;;"MA";
"5718";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"PSD";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"4979";"Bene Camacho";"806";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";;"sen.elizianegama@senado.leg.br";;;;;;"MA";
"5718";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"PSD";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"806";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";;"sen.elizianegama@senado.leg.br";"2900";"2019-02-01";;;;"MA";
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5849";"José Amauri";"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;;;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5607";"Alzenir Porto";"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;;;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"2874";"2018-11-08";"2023-01-31";"TER";"Término do mandato";;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"2734";"2015-02-01";"2018-07-09";"LSP";"Licença Saúde-Particular";;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;;;
"6025";"Enfermeira Roberta";"Roberta Leontina Xisto Acioly";"Feminino";"Senadora ";;"578";"RR";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"6027";"Mecias de Jesus";"2º Suplente";"6026";"Afonso Parente";;;;;;;;;;;;
"22";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"PP";"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"196";"Geraldo Althoff";"882";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";;;;;;"SC";
"22";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"PP";"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"6012";"Denise dos Santos";"882";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";;;;;;"SC";
"22";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"PP";"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"882";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";"2901";"2019-02-01";;;;"SC";
"5953";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"PT";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5950";"Ana Paula Tongo";"835";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";;"sen.fabianocontarato@senado.leg.br";;;;;;"ES";
"5953";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"PT";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"5952";"Bento";"835";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";;"sen.fabianocontarato@senado.leg.br";;;;;;"ES";
"5953";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"PT";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"835";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";;"sen.fabianocontarato@senado.leg.br";"2902";"2019-02-01";;;;"ES";
"5740";"Fabio Garcia";"Fabio Paulino Garcia";"Masculino";"Senador ";"UNIÃO";"553";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"4531";"Jayme Campos";"2º Suplente";"5960";"Cândida Farias";"408";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5740.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5740";;"sen.fabiogarcia@senado.leg.br";"2977";"2022-04-06";"2022-07-29";"RET";"Retorno do titular";;
"5581";"Fadi Faraj";"Fadi Fayez Faraj";"Masculino";"Senador ";"SOLIDARIEDADE";"502";"DF";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5236";"Reguffe";"1º Suplente";"5579";"José Carlos Vasconcellos";;;;;;;;;;;;
"5540";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"MDB";"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5603";"Carlos Augusto Costa";"822";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;;;
"5540";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"MDB";"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5605";"Eliane Rodrigues";"822";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;;;
"5540";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"MDB";"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"822";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";"2736";"2015-02-01";"2023-01-31";"TER";"Término do mandato";;
"5980";"Fernando Carvalho";"Fernando Luiz Prado Carvalho Junior";"Masculino";"Senador ";;"559";"SE";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5982";"Alessandro Vieira";"2º Suplente";"5981";"Major Ildomario";;;;;;;;;;;;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5561";"Renilde Bulhões";"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";;;;;;;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5563";"Severino Leão";"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";;;;;;;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";"2946";"2019-08-01";"2023-01-31";"TER";"Término do mandato";;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";"2756";"2015-02-01";"2019-04-01";"LSP";"Licença Saúde-Particular";;"2019-04-02"
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";;;;;;;
"5917";"Fernando Dueire";"Fernando Antonio Caminha Dueire";"Masculino";"Senador ";"MDB";"526";"PE";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"4545";"Jarbas Vasconcelos";"2º Suplente";"5918";"Adilson Gomes";"923";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5917.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5917";;"sen.fernandodueire@senado.leg.br";"3000";"2022-12-07";;;;"PE";
"5577";"Fernando Façanha";"Fernando Antonio Mendes Façanha Filho";"Masculino";"Senador ";"PSDB";"512";"CE";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"3396";"Tasso Jereissati";"1º Suplente";"611";"Chiquinho Feitosa";;;;;;;;;;;;
"5920";"Flavio Vicente";"Flavio Marcelo Gonçalves Vicente";"Masculino";"Senador ";;"540";"PR";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"345";"Flávio Arns";"1º Suplente";"5919";"Vilson Basso";;;;;;;;;;;;
"345";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"PSB";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5919";"Vilson Basso";"856";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"http://www.flavioarns.com.br";"sen.flavioarns@senado.leg.br";;;;;;"PR";
"345";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"PSB";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"5920";"Flavio Vicente";"856";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"http://www.flavioarns.com.br";"sen.flavioarns@senado.leg.br";;;;;;"PR";
"345";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"PSB";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"856";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"http://www.flavioarns.com.br";"sen.flavioarns@senado.leg.br";"2903";"2019-02-01";;;;"PR";
"5894";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"PL";"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5901";"Paulo Marinho";"841";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";;;;;;"RJ";
"5894";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"PL";"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"5903";"Leonardo Rodrigues";"841";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";;;;;;"RJ";
"5894";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"PL";"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"841";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";;"sen.flaviobolsonaro@senado.leg.br";"2904";"2019-02-01";;;;"RJ";
"3713";"Fátima Bezerra";"Maria de Fátima Bezerra";"Feminino";"Senadora ";"PT";"510";"RN";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5627";"Jean-Paul Prates";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713";;"fatima.bezerra@senadora.leg.br";;;;;;;
"3713";"Fátima Bezerra";"Maria de Fátima Bezerra";"Feminino";"Senadora ";"PT";"510";"RN";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5629";"Theodorico Bezerra Netto";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713";;"fatima.bezerra@senadora.leg.br";;;;;;;
"3713";"Fátima Bezerra";"Maria de Fátima Bezerra";"Feminino";"Senadora ";"PT";"510";"RN";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713";;"fatima.bezerra@senadora.leg.br";"2735";"2015-02-01";"2019-01-01";"REN";"Renúncia";;
"196";"Geraldo Althoff";"Geraldo César Althoff";"Masculino";"Senador ";;"572";"SC";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"22";"Esperidião Amin";"2º Suplente";"6012";"Denise dos Santos";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador196.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/196";;"althoff@senado.leg.br";;;;;;;
"5900";"Gil Paraibano";"Gil Marques de Medeiros";"Masculino";"Senador ";;"524";"PI";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"739";"Ciro Nogueira";"1º Suplente";"5898";"Eliane Nogueira";;;;;;;;;;;;
"5615";"Gilberto Piselo";"Gilberto Piselo do Nascimento";"Masculino";"Senador ";"PDT";"515";"RO";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"4981";"Acir Gurgacz";"2º Suplente";"5617";"Pastor Valadares";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5615.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5615";;;"2798";"2016-09-08";"2016-09-14";"LSP";"Licença Saúde-Particular";;
"6008";"Giordano";"Alexandre Luiz Giordano";"Masculino";"Senador ";"MDB";"570";"SP";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5666";"Major Olimpio";;;;"935";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6008";;"sen.giordano@senado.leg.br";"2966";"2021-03-31";;;;"SP";
"4558";"Gladson Cameli";"Gladson de Lima Cameli";"Masculino";"Senador ";"PP";"500";"AC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5557";"Mailza Gomes";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558";;"gladson.cameli@senador.leg.br";;;;;;;
"4558";"Gladson Cameli";"Gladson de Lima Cameli";"Masculino";"Senador ";"PP";"500";"AC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5559";"Bispo José";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558";;"gladson.cameli@senador.leg.br";;;;;;;
"4558";"Gladson Cameli";"Gladson de Lima Cameli";"Masculino";"Senador ";"PP";"500";"AC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558";;"gladson.cameli@senador.leg.br";"2737";"2015-02-01";"2019-01-01";"REN";"Renúncia";;
"5639";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"PP";"518";"TO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"1249";"Kátia Abreu";"1º Suplente";"5637";"Donizeti Nogueira";"892";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;"sen.guaracysilveira@senado.leg.br";"2988";"2022-08-04";"2022-11-30";"RET";"Retorno do titular";;
"5639";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"PP";"518";"TO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"1249";"Kátia Abreu";"1º Suplente";"5637";"Donizeti Nogueira";"892";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;"sen.guaracysilveira@senado.leg.br";"2873";"2018-10-31";"2019-01-30";"LP ";"Licença Particular";;
"5639";"Guaracy Silveira";"Guaracy Batista da Silveira";"Masculino";"Senador ";"PP";"518";"TO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"1249";"Kátia Abreu";"1º Suplente";"5637";"Donizeti Nogueira";"892";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639";;"sen.guaracysilveira@senado.leg.br";;;;;;;
"5999";"Helenilson Pontes";"Helenilson Cunha Pontes";"Masculino";"Senador ";;"528";"PA";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"35";"Jader Barbalho";"2º Suplente";"6000";"Chamon";;;;;;;;;;;;
"5907";"Henrique Arruda";"Henrique Arruda Guimarães";"Masculino";"Senador ";;"537";"AL";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5905";"Rodrigo Cunha";"1º Suplente";"5906";"Dra. Eudócia";;;;;;;;;;;;
"5008";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"PT";"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5914";"Waldemar Oliveira";"824";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";;;;;;"PE";
"5008";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"PT";"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"5915";"Marcia do Angico";"824";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";;;;;;"PE";
"5008";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"PT";"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"824";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"http://www.senadorhumberto.com.br/";"sen.humbertocosta@senado.leg.br";"2907";"2019-02-01";;;;"PE";
"5385";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"PSD";"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"6287";"Marcos de Souza Costa";"883";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";;;;;;"TO";
"5385";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"PSD";"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"6004";"Terciliano Gomes";"883";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";;"sen.iraja@senado.leg.br";;;;;;"TO";
