/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/CodigoMandato;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/NomeParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/CodigoExercicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataLeitura
"5587";"Eladio Carneiro";"Eladio Barbosa Carneiro";"Masculino";"Senador ";"MDB";"504";"GO";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"456";"Ronaldo Caiado";"1º Suplente";"5585";"Luiz Carlos do Carmo";;;;;;;;;;;;
"5146";"Elaine Matozinhos Ribeiro";"Elaine Matozinhos Ribeiro";"Masculino";"Senador ";"PTB";"441";"MG";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"1754";"Itamar Franco";"1º Suplente";"5144";"Zeze Perrella";;;;;;;;;;;;
"4969";"Elber Batalha";"Elber Batalha de Goes";"Masculino";"Senador ";"PSB";"474";"SE";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3";"Antonio Carlos Valadares";"1º Suplente";"43";"José Eduardo Dutra";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4969.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4969";;;"2843";"2017-11-22";"2018-03-22";"RET";"Retorno do titular";;"2017-11-22"
"5605";"Eliane Rodrigues";"Eliane Rodrigues de Andrade Ferreira";"Feminino";"Senadora ";"PSB";"519";"PE";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5540";"Fernando Bezerra Coelho";"1º Suplente";"5603";"Carlos Augusto Costa";;;;;;;;;;;;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5849";"José Amauri";"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;;;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5607";"Alzenir Porto";"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;;;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"2874";"2018-11-08";"2023-01-31";"TER";"Término do mandato";;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"2734";"2015-02-01";"2018-07-09";"LSP";"Licença Saúde-Particular";;
"5531";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"PP";"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"810";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;;;
"5148";"Elmiro Alves do Nascimento";"Elmiro Alves do Nascimento";"Masculino";"Senador ";"DEM";"435";"MG";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"391";"Aécio Neves";"2º Suplente";"438";"Tilden Santiago";;;;;;;;;;;;
"5064";"Emir Simão Sader";"Emir Simão Sader";"Masculino";"Senador ";"PT";"436";"RJ";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3695";"Lindbergh Farias";"1º Suplente";"5060";"Olney Ribeiro Botelho";;;;;;;;;;;;
"5126";"Enivaldo Euzébio dos Anjos";"Enivaldo Euzébio dos Anjos";"Masculino";"Senador ";"PDT";"483";"ES";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"631";"Magno Malta";"1º Suplente";"5122";"Paulo Antenor de Oliveira";;;;;;;;;;;;
"612";"Eunício Oliveira";"Eunício Lopes de Oliveira";"Masculino";"Senador ";"MDB";"450";"CE";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5082";"Waldemir Catanho de Sena Júnior";"96";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador612.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/612";"https://www.camara.leg.br/deputados/74454";"dep.euniciooliveira@camara.leg.br";;;;;;"CE";
"612";"Eunício Oliveira";"Eunício Lopes de Oliveira";"Masculino";"Senador ";"MDB";"450";"CE";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5086";"Miguel Dias de Souza";"96";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador612.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/612";"https://www.camara.leg.br/deputados/74454";"dep.euniciooliveira@camara.leg.br";;;;;;"CE";
"612";"Eunício Oliveira";"Eunício Lopes de Oliveira";"Masculino";"Senador ";"MDB";"450";"CE";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"96";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador612.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/612";"https://www.camara.leg.br/deputados/74454";"dep.euniciooliveira@camara.leg.br";"2594";"2011-02-01";"2019-01-31";"TER";"Término do mandato";"CE";
"5581";"Fadi Faraj";"Fadi Fayez Faraj";"Masculino";"Senador ";"SOLIDARIEDADE";"502";"DF";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5236";"Reguffe";"1º Suplente";"5579";"José Carlos Vasconcellos";;;;;;;;;;;;
"5540";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"MDB";"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5603";"Carlos Augusto Costa";"822";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;;;
"5540";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"MDB";"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5605";"Eliane Rodrigues";"822";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";;;;;;;
"5540";"Fernando Bezerra Coelho";"Fernando Bezerra de Souza Coelho";"Masculino";"Senador ";"MDB";"519";"PE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"822";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540";"https://www.facebook.com/fernando.bezerracoelho?fref=ts";"sen.fernandobezerracoelho@senado.leg.br";"2736";"2015-02-01";"2023-01-31";"TER";"Término do mandato";;
"5026";"Fernando Carvalho Lage";"Fernando Carvalho Lage";"Masculino";"Senador ";"DEM";"442";"AC";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4560";"Sérgio Petecão";"2º Suplente";"5028";"Armando José de Oliveira";;;;;;;;;;;;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5561";"Renilde Bulhões";"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";;;;;;;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5563";"Severino Leão";"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";;;;;;;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";"2946";"2019-08-01";"2023-01-31";"TER";"Término do mandato";;
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";"2756";"2015-02-01";"2019-04-01";"LSP";"Licença Saúde-Particular";;"2019-04-02"
"4525";"Fernando Collor";"Fernando Affonso Collor de Mello";"Masculino";"Senador ";"PTB";"511";"AL";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"927";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525";"http://www.fernandocollor.com.br/";"sen.fernandocollor@senado.leg.br";;;;;;;
"5577";"Fernando Façanha";"Fernando Antonio Mendes Façanha Filho";"Masculino";"Senador ";"PSDB";"512";"CE";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"3396";"Tasso Jereissati";"1º Suplente";"611";"Chiquinho Feitosa";;;;;;;;;;;;
"2632";"Fernando Ribeiro";"Fernando de Castro Ribeiro";"Masculino";"Senador ";"MDB";"491";"PA";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"35";"Jader Barbalho";"2º Suplente";"5416";"Francisco Wilson Ribeiro";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2632.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2632";;"fernando.ribeiro@senador.leg.br";"2730";"2015-01-30";"2015-04-07";"LP ";"Licença Particular";;
"4873";"Fleury";"José Eduardo Fleury Fernandes Costa";"Masculino";"Senador ";"DEM";"472";"GO";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3399";"Demóstenes Torres";;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4873.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4873";;"fleury@senador.leg.br";"2708";"2014-07-24";"2014-11-14";"RET";"Retorno do titular";;
"3634";"Flexa Ribeiro";"Fernando de Souza Flexa Ribeiro";"Masculino";"Senador ";"PSDB";"487";"PA";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"380";"Nicias Ribeiro";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3634.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3634";;"flexa.ribeiro@senador.leg.br";;;;;;;
"3634";"Flexa Ribeiro";"Fernando de Souza Flexa Ribeiro";"Masculino";"Senador ";"PSDB";"487";"PA";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5154";"Abiancy Cadoso Rosa";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3634.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3634";;"flexa.ribeiro@senador.leg.br";;;;;;;
"3634";"Flexa Ribeiro";"Fernando de Souza Flexa Ribeiro";"Masculino";"Senador ";"PSDB";"487";"PA";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3634.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3634";;"flexa.ribeiro@senador.leg.br";"2595";"2011-02-01";"2019-01-31";"TER";"Término do mandato";;
"553";"Francisco Garcia";"Francisco Garcia Rodrigues";"Masculino";"Senador ";;"437";"AM";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"558";"Vanessa Grazziotin";"2º Suplente";"5042";"Alzira Ferreira Barros";;;;;;;;;;;;
"5054";"Francisco Simeão Rodrigues Neto";"Francisco Simeão Rodrigues Neto";"Masculino";"Senador ";"MDB";"467";"PR";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"72";"Roberto Requião";"2º Suplente";"5058";"Luís Guilherme Gomes Mussi";;;;;;;;;;;;
"5416";"Francisco Wilson Ribeiro";"Francisco Wilson Ribeiro";"Masculino";"Senador ";;"491";"PA";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"35";"Jader Barbalho";"1º Suplente";"2632";"Fernando Ribeiro";;;;;;;;;;;;
"5034";"Fábio Luiz Araújo Lopes de Farias";"Fábio Luiz Araújo Lopes de Farias";"Masculino";"Senador ";"MDB";"469";"AL";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"70";"Renan Calheiros";"2º Suplente";"5036";"José de Macedo Ferreira";;;;;;;;;;;;
"3713";"Fátima Bezerra";"Maria de Fátima Bezerra";"Feminino";"Senadora ";"PT";"510";"RN";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5627";"Jean-Paul Prates";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713";;"fatima.bezerra@senadora.leg.br";;;;;;;
"3713";"Fátima Bezerra";"Maria de Fátima Bezerra";"Feminino";"Senadora ";"PT";"510";"RN";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5629";"Theodorico Bezerra Netto";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713";;"fatima.bezerra@senadora.leg.br";;;;;;;
"3713";"Fátima Bezerra";"Maria de Fátima Bezerra";"Feminino";"Senadora ";"PT";"510";"RN";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713";;"fatima.bezerra@senadora.leg.br";"2735";"2015-02-01";"2019-01-01";"REN";"Renúncia";;
"5162";"Félix Urano Gama de Souza";"Félix Urano Gama de Souza";"Masculino";"Senador ";"PSOL";"482";"PA";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4998";"Marinor Brito";"1º Suplente";"5160";"Edivaldo Edilson Pantoja da Silva";;;;;;;;;;;;
"5024";"Gabriel Maia Gelpke";"Gabriel Maia Gelpke";"Masculino";"Senador ";"PSB";"484";"AC";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4990";"Jorge Viana";"1º Suplente";"288";"Nilson Mourão";;;;;;;;;;;;
"87";"Garibaldi Alves Filho";"Garibaldi Alves Filho";"Masculino";"Senador ";"MDB";"476";"RN";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5020";"Paulo Davim";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/87";;"garibaldi.alves@senador.leg.br";;;;;;;
"87";"Garibaldi Alves Filho";"Garibaldi Alves Filho";"Masculino";"Senador ";"MDB";"476";"RN";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5022";"Janduhy Max Freire de Andrade";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/87";;"garibaldi.alves@senador.leg.br";;;;;;;
"87";"Garibaldi Alves Filho";"Garibaldi Alves Filho";"Masculino";"Senador ";"MDB";"476";"RN";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/87";;"garibaldi.alves@senador.leg.br";"2725";"2015-01-01";"2019-01-31";"TER";"Término do mandato";;
"87";"Garibaldi Alves Filho";"Garibaldi Alves Filho";"Masculino";"Senador ";"MDB";"476";"RN";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/87";;"garibaldi.alves@senador.leg.br";"2596";"2011-02-01";"2011-02-01";"AFO";"Afastamento do exercício";;"2011-02-02"
"87";"Garibaldi Alves Filho";"Garibaldi Alves Filho";"Masculino";"Senador ";"MDB";"476";"RN";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/87";;"garibaldi.alves@senador.leg.br";;;;;;;
"4522";"Geovani Borges";"Geovani Pinheiro Borges";"Masculino";"Senador ";"MDB";"464";"AP";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"30";"Gilvam Borges";"2º Suplente";"4847";"Salomão Alcolumbre Júnior";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4522.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4522";;"geovaniborges@senador.leg.br";"2636";"2011-03-31";"2011-11-25";"RET";"Retorno do titular";;"2011-03-31"
"5088";"Gilberto Corazza";"Gilberto Corazza";"Masculino";"Senador ";"PT";"449";"RS";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"825";"Paulo Paim";"1º Suplente";"5084";"Veridiana Maria Tonini";;;;;;;;;;;;
"5615";"Gilberto Piselo";"Gilberto Piselo do Nascimento";"Masculino";"Senador ";"PDT";"515";"RO";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"4981";"Acir Gurgacz";"2º Suplente";"5617";"Pastor Valadares";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5615.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5615";;;"2798";"2016-09-08";"2016-09-14";"LSP";"Licença Saúde-Particular";;
"30";"Gilvam Borges";"Gilvam Pinheiro Borges";"Masculino";"Senador ";"MDB";"464";"AP";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"4522";"Geovani Borges";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/30";;"gilvamborges@senador.leg.br";;;;;;;
"30";"Gilvam Borges";"Gilvam Pinheiro Borges";"Masculino";"Senador ";"MDB";"464";"AP";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"4847";"Salomão Alcolumbre Júnior";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/30";;"gilvamborges@senador.leg.br";;;;;;;
"30";"Gilvam Borges";"Gilvam Pinheiro Borges";"Masculino";"Senador ";"MDB";"464";"AP";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/30";;"gilvamborges@senador.leg.br";"2655";"2011-11-26";"2011-11-28";"TER";"Término do mandato";;
"30";"Gilvam Borges";"Gilvam Pinheiro Borges";"Masculino";"Senador ";"MDB";"464";"AP";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/30";;"gilvamborges@senador.leg.br";"2597";"2011-02-01";"2011-03-28";"LS ";"Licença saúde";;"2011-03-29"
"30";"Gilvam Borges";"Gilvam Pinheiro Borges";"Masculino";"Senador ";"MDB";"464";"AP";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/30";;"gilvamborges@senador.leg.br";;;;;;;
"5128";"Gino Jose Ferreira";"Gino Jose Ferreira";"Masculino";"Senador ";"DEM";"446";"MS";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"1176";"Waldemir Moka";"1º Suplente";"5124";"Maria Antonieta Amorim dos Santos";;;;;;;;;;;;
"5030";"Givago Tenório";"José Givago Raposo Tenório";"Masculino";"Senador ";"PP";"457";"AL";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3823";"Benedito de Lira";"2º Suplente";"5032";"Antônio Milton Pessoa Falcão Filho";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5030.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5030";;"sen.givagotenorio@senado.leg.br";"2858";"2018-07-18";"2018-11-09";"RET";"Retorno do titular";;
"4558";"Gladson Cameli";"Gladson de Lima Cameli";"Masculino";"Senador ";"PP";"500";"AC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5557";"Mailza Gomes";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558";;"gladson.cameli@senador.leg.br";;;;;;;
"4558";"Gladson Cameli";"Gladson de Lima Cameli";"Masculino";"Senador ";"PP";"500";"AC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5559";"Bispo José";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558";;"gladson.cameli@senador.leg.br";;;;;;;
"4558";"Gladson Cameli";"Gladson de Lima Cameli";"Masculino";"Senador ";"PP";"500";"AC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558";;"gladson.cameli@senador.leg.br";"2737";"2015-02-01";"2019-01-01";"REN";"Renúncia";;
